Power Usage Effectiveness (PUE),Energy Consumption (kWh),Renewable Energy Usage (%),Cooling Efficiency,Total Power Consumption (kW),Server Power Consumption (kW),Dynamic Power Usage (kW),CPU Utilization (%),Task Completion Time (ms),SLA Violations,Workload Type,Number of Active VMs,Energy Strategy,Energy Savings (%)
1.2,"21,000",70,1.2,"2,000",70,50,90,45,5,Compute-heavy,497,Non-renewable,10
1.7,"23,000",80,1.3,"1,000",100,80,50,20,2,Compute-heavy,466,Non-renewable,70
1.4,"8,000",0,1.7,"2,100",160,120,90,86,4,Compute-heavy,430,Non-renewable,30
1.3,"30,000",0,1.3,900,200,50,90,151,3,Compute-heavy,92,Hybrid,0
1.5,"28,000",80,1.5,"2,900",160,140,20,130,1,Mixed,243,Renewable-first,70
1.7,"43,000",100,1.3,"1,900",50,140,70,149,2,I/O heavy,326,Non-renewable,80
1.3,"42,000",30,1.7,500,100,50,40,33,5,Compute-heavy,64,Hybrid,70
1.6,"23,000",100,1.3,"2,600",190,80,0,88,3,I/O heavy,66,Non-renewable,40
1.3,"34,000",60,1.3,"2,700",140,80,40,180,3,I/O heavy,150,Renewable-first,10
1.2,"30,000",10,1.1,500,120,60,50,90,1,I/O heavy,115,Renewable-first,60
1.5,"15,000",90,1.3,"1,600",40,50,60,156,3,I/O heavy,233,Renewable-first,30
1.5,"43,000",0,1.5,"2,600",40,100,20,77,0,Mixed,436,Hybrid,0
1.6,"7,000",100,1.1,"2,400",190,50,50,136,3,I/O heavy,387,Renewable-first,40
1.6,"26,000",60,1.6,800,80,120,80,148,0,Mixed,463,Non-renewable,60
1.8,"21,000",50,1.0,"2,600",180,90,60,59,2,I/O heavy,409,Renewable-first,70
1.5,"15,000",20,1.3,"3,000",140,130,0,167,4,Compute-heavy,425,Hybrid,30
1.4,"43,000",90,1.4,"1,500",150,130,80,170,5,Compute-heavy,126,Hybrid,40
1.7,"31,000",30,1.1,"1,400",130,120,100,35,0,Compute-heavy,384,Hybrid,60
1.4,"47,000",0,1.5,"1,200",90,110,40,94,4,Compute-heavy,215,Hybrid,30
1.5,"33,000",60,1.1,"2,000",200,50,0,79,5,Compute-heavy,264,Non-renewable,10
1.2,"16,000",80,1.1,"1,600",20,90,90,95,0,I/O heavy,300,Renewable-first,60
1.2,"17,000",0,1.3,700,190,60,60,138,5,I/O heavy,83,Hybrid,40
1.8,"15,000",10,1.6,"2,700",150,90,40,70,4,Compute-heavy,341,Hybrid,60
1.7,"35,000",10,1.8,"1,700",190,110,20,66,4,Mixed,157,Renewable-first,10
1.6,"15,000",50,1.6,"1,400",60,140,90,88,3,Mixed,212,Renewable-first,60
1.4,"45,000",40,1.4,"2,400",100,60,20,179,3,Compute-heavy,224,Renewable-first,60
1.3,"47,000",50,1.2,700,150,110,40,54,2,Compute-heavy,224,Renewable-first,70
1.3,"40,000",0,1.2,"2,300",60,60,60,91,3,I/O heavy,478,Non-renewable,80
1.4,"6,000",50,1.2,"1,500",40,110,90,84,0,Mixed,243,Hybrid,40
1.5,"27,000",100,1.2,"2,600",180,120,50,169,4,Compute-heavy,280,Renewable-first,50
1.6,"40,000",50,1.1,"1,500",170,80,40,195,0,Mixed,104,Renewable-first,70
1.6,"18,000",60,1.2,"1,400",80,110,20,44,1,Mixed,70,Hybrid,80
1.4,"41,000",10,1.1,"2,800",170,120,30,65,5,I/O heavy,499,Hybrid,40
1.8,"31,000",50,1.0,"1,800",150,130,100,82,3,Mixed,70,Hybrid,30
1.6,"16,000",80,1.2,"2,100",130,120,90,117,4,Mixed,171,Hybrid,30
1.5,"33,000",80,1.3,"2,400",20,100,60,31,4,Compute-heavy,84,Hybrid,50
1.6,"10,000",10,1.7,"2,100",200,50,10,46,5,Compute-heavy,320,Renewable-first,10
1.5,"48,000",40,1.8,"2,800",140,130,80,82,1,I/O heavy,361,Hybrid,40
1.3,"27,000",60,1.5,900,40,110,10,164,2,Mixed,294,Renewable-first,40
1.4,"14,000",40,1.7,"2,300",70,110,100,65,2,Mixed,350,Non-renewable,40
1.7,"38,000",20,1.5,"1,200",30,50,80,67,1,Compute-heavy,132,Non-renewable,10
1.2,"48,000",0,1.4,"1,300",180,110,30,35,4,Mixed,493,Non-renewable,0
1.3,"16,000",60,1.0,"2,500",50,90,90,148,3,Mixed,463,Renewable-first,0
1.2,"36,000",70,1.0,"2,100",110,150,40,191,3,I/O heavy,207,Hybrid,0
1.2,"30,000",50,1.0,"2,000",40,60,50,20,4,I/O heavy,70,Non-renewable,0
1.7,"11,000",60,1.1,"2,600",130,150,100,156,2,I/O heavy,50,Renewable-first,80
1.6,"36,000",80,1.1,"1,600",30,90,80,115,2,Mixed,384,Non-renewable,0
1.5,"37,000",10,1.2,"2,500",80,70,0,43,3,I/O heavy,138,Renewable-first,70
1.3,"22,000",40,1.4,"2,600",120,70,40,138,2,I/O heavy,94,Non-renewable,30
1.5,"39,000",20,1.4,"1,700",50,150,40,62,5,I/O heavy,64,Non-renewable,10
1.5,"24,000",10,1.3,"2,000",160,60,30,91,1,Mixed,83,Non-renewable,60
1.3,"35,000",20,1.5,"1,600",20,100,60,148,2,Compute-heavy,241,Renewable-first,10
1.5,"9,000",30,1.3,800,200,110,70,135,5,Mixed,291,Hybrid,70
1.4,"36,000",10,1.2,"1,100",20,130,50,63,2,I/O heavy,421,Renewable-first,30
1.6,"46,000",10,1.6,"1,800",70,80,90,127,4,I/O heavy,247,Renewable-first,20
1.6,"23,000",70,1.8,900,110,110,70,120,4,I/O heavy,215,Non-renewable,70
1.2,"5,000",20,1.6,"1,100",150,120,50,163,4,Compute-heavy,128,Non-renewable,80
1.4,"11,000",20,1.3,"1,400",160,90,40,163,2,I/O heavy,428,Renewable-first,40
1.6,"26,000",30,1.3,"2,200",190,50,20,52,0,Mixed,464,Hybrid,60
1.5,"38,000",100,1.0,700,80,80,100,81,0,Compute-heavy,102,Renewable-first,50
1.7,"14,000",40,1.5,"1,700",110,140,60,43,4,I/O heavy,261,Non-renewable,60
1.6,"46,000",20,1.2,"1,700",80,100,70,47,1,Compute-heavy,486,Renewable-first,0
1.3,"30,000",50,1.5,"2,100",30,120,50,59,0,Mixed,445,Hybrid,40
1.2,"36,000",90,1.6,"2,000",110,110,70,88,3,I/O heavy,328,Hybrid,30
1.6,"46,000",20,1.7,"2,300",30,80,20,159,1,Mixed,367,Hybrid,50
1.2,"31,000",70,1.4,"2,800",110,90,80,72,4,Compute-heavy,335,Hybrid,40
1.6,"16,000",30,1.7,"2,500",180,60,50,88,4,I/O heavy,174,Non-renewable,20
1.8,"44,000",40,1.6,"1,300",40,60,0,196,1,I/O heavy,285,Hybrid,60
1.5,"27,000",20,1.3,"2,100",80,120,0,197,2,Mixed,470,Renewable-first,60
1.4,"18,000",40,1.1,"2,500",190,80,40,27,5,Compute-heavy,275,Renewable-first,70
1.6,"38,000",100,1.2,"2,200",160,100,90,75,0,Mixed,170,Hybrid,50
1.5,"21,000",60,1.7,"1,200",80,120,20,58,2,Compute-heavy,396,Renewable-first,0
1.5,"10,000",20,1.4,600,40,50,60,97,2,I/O heavy,306,Renewable-first,40
1.8,"31,000",20,1.5,"2,900",20,70,40,115,3,Compute-heavy,256,Non-renewable,40
1.4,"12,000",0,1.6,"2,000",150,100,70,54,2,I/O heavy,447,Hybrid,0
1.8,"37,000",10,1.5,"1,000",200,70,0,72,4,I/O heavy,405,Non-renewable,50
1.7,"39,000",30,1.7,"3,000",100,100,70,85,5,I/O heavy,160,Renewable-first,50
1.3,"21,000",80,1.1,"1,300",50,140,20,116,3,Compute-heavy,352,Non-renewable,40
1.2,"30,000",20,1.7,"2,200",50,120,70,181,4,I/O heavy,247,Renewable-first,20
1.3,"11,000",90,1.7,"1,300",40,90,40,71,2,Mixed,395,Renewable-first,50
1.2,"28,000",40,1.7,"2,400",150,150,90,191,5,Compute-heavy,214,Renewable-first,20
1.3,"29,000",80,1.6,700,170,80,100,159,2,Compute-heavy,286,Hybrid,50
1.6,"39,000",30,1.2,800,70,70,30,48,3,Mixed,446,Hybrid,10
1.2,"30,000",30,1.1,"1,200",80,70,20,145,5,Mixed,142,Hybrid,30
1.4,"9,000",50,1.1,"1,100",180,80,10,136,2,Mixed,469,Renewable-first,80
1.7,"42,000",60,1.4,"2,600",170,100,40,169,1,Compute-heavy,385,Non-renewable,70
1.2,"39,000",100,1.3,"2,100",190,90,70,161,4,I/O heavy,210,Renewable-first,60
1.7,"34,000",50,1.5,"2,200",110,50,20,181,2,Compute-heavy,445,Hybrid,50
1.4,"29,000",100,1.4,"3,000",90,80,90,142,2,Mixed,94,Non-renewable,40
1.3,"28,000",30,1.1,"1,900",150,140,70,161,2,Compute-heavy,373,Hybrid,50
1.6,"34,000",60,1.0,"2,200",100,80,80,91,0,Compute-heavy,73,Hybrid,80
1.6,"24,000",100,1.1,"1,900",170,50,80,59,1,Mixed,118,Hybrid,80
1.7,"7,000",90,1.1,"1,200",90,50,80,68,4,Mixed,62,Hybrid,20
1.6,"36,000",20,1.6,"2,500",110,80,70,122,5,Mixed,285,Non-renewable,10
1.7,"12,000",20,1.2,900,150,80,50,34,0,I/O heavy,355,Hybrid,20
1.4,"27,000",60,1.1,"2,600",30,80,50,45,4,I/O heavy,140,Hybrid,30
1.3,"20,000",50,1.6,"2,300",90,80,50,70,3,Mixed,250,Non-renewable,70
1.7,"39,000",10,1.8,"2,200",90,60,50,61,0,Compute-heavy,131,Non-renewable,0
1.7,"29,000",0,1.1,"1,600",80,110,10,134,5,Compute-heavy,171,Renewable-first,60
1.8,"19,000",50,1.8,"2,300",160,80,40,36,1,Compute-heavy,364,Non-renewable,40
1.4,"12,000",80,1.8,"2,500",150,140,80,94,2,Mixed,428,Renewable-first,10
1.4,"38,000",20,1.4,"3,000",120,70,40,183,3,I/O heavy,338,Hybrid,50
1.7,"29,000",80,1.2,"2,900",100,140,0,155,3,I/O heavy,167,Hybrid,70
1.4,"48,000",50,1.1,900,30,80,80,71,4,Compute-heavy,199,Renewable-first,0
1.8,"23,000",30,1.7,"2,600",20,70,20,77,0,Compute-heavy,178,Hybrid,30
1.7,"47,000",90,1.5,"1,400",110,150,20,136,5,Compute-heavy,97,Non-renewable,30
1.5,"17,000",90,1.5,"2,000",150,130,40,114,1,Mixed,90,Non-renewable,80
1.7,"16,000",90,1.7,700,70,90,40,41,1,I/O heavy,439,Non-renewable,40
1.7,"19,000",10,1.4,900,200,140,10,83,2,Mixed,375,Non-renewable,50
1.3,"27,000",80,1.3,"2,400",80,100,50,191,1,Mixed,143,Renewable-first,20
1.7,"44,000",40,1.6,"2,700",140,140,80,84,5,Compute-heavy,485,Renewable-first,30
1.5,"6,000",40,1.2,"2,800",190,60,20,95,2,Compute-heavy,426,Non-renewable,60
1.7,"44,000",10,1.3,"1,600",120,80,40,35,3,I/O heavy,279,Hybrid,30
1.4,"27,000",40,1.3,500,40,110,10,21,1,Compute-heavy,249,Renewable-first,50
1.7,"9,000",50,1.7,700,190,130,50,104,2,Mixed,452,Hybrid,40
1.4,"38,000",10,1.6,"1,300",80,140,20,119,4,Mixed,421,Non-renewable,40
1.2,"14,000",0,1.2,"1,800",200,150,50,159,0,Mixed,417,Hybrid,60
1.7,"31,000",50,1.1,"2,100",110,120,20,200,1,Compute-heavy,497,Hybrid,30
1.3,"46,000",80,1.3,"2,000",80,120,40,46,1,I/O heavy,306,Hybrid,10
1.4,"8,000",80,1.5,"2,800",30,70,90,170,1,Mixed,385,Hybrid,20
1.8,"8,000",80,1.5,"2,200",150,120,90,21,2,I/O heavy,312,Renewable-first,60
1.8,"12,000",40,1.2,"3,000",150,130,40,118,3,I/O heavy,320,Renewable-first,80
1.5,"10,000",90,1.2,"1,400",40,100,60,78,0,Compute-heavy,88,Non-renewable,30
1.6,"29,000",0,1.7,"1,600",100,140,30,44,1,Compute-heavy,480,Hybrid,70
1.5,"31,000",20,1.3,900,160,130,30,151,3,Mixed,188,Hybrid,30
1.4,"44,000",70,1.3,"2,300",70,100,40,147,5,I/O heavy,268,Non-renewable,50
1.4,"24,000",80,1.6,"2,700",130,120,80,141,3,Compute-heavy,176,Non-renewable,80
1.6,"31,000",30,1.4,"2,200",150,120,80,38,4,Mixed,242,Non-renewable,60
1.7,"11,000",100,1.2,"1,500",170,150,90,170,1,Compute-heavy,308,Non-renewable,20
1.7,"27,000",20,1.3,"1,200",90,130,30,21,4,Compute-heavy,50,Hybrid,30
1.7,"24,000",10,1.1,500,110,110,40,81,5,Compute-heavy,481,Renewable-first,10
1.3,"38,000",40,1.2,"1,000",50,110,60,176,5,Compute-heavy,426,Hybrid,10
1.5,"33,000",10,1.3,"1,700",40,80,60,192,4,I/O heavy,107,Renewable-first,20
1.2,"48,000",100,1.4,"1,900",40,150,0,160,4,I/O heavy,245,Hybrid,10
1.5,"9,000",80,1.6,700,80,150,20,94,5,Mixed,161,Hybrid,20
1.5,"31,000",90,1.3,"1,700",40,80,50,163,5,Compute-heavy,157,Non-renewable,0
1.7,"16,000",100,1.4,"2,100",110,80,100,122,3,Compute-heavy,358,Hybrid,20
1.4,"21,000",80,1.8,"3,000",60,110,0,116,2,I/O heavy,284,Non-renewable,50
1.3,"41,000",20,1.7,"2,100",150,80,90,121,1,Compute-heavy,98,Hybrid,20
1.3,"38,000",30,1.2,"1,500",110,130,0,85,0,I/O heavy,490,Non-renewable,70
1.7,"34,000",80,1.2,"1,600",100,150,80,150,3,I/O heavy,91,Hybrid,0
1.6,"40,000",0,1.5,700,70,60,100,146,0,Compute-heavy,484,Non-renewable,40
1.3,"10,000",60,1.5,"1,000",40,120,30,119,1,Compute-heavy,118,Renewable-first,40
1.3,"36,000",10,1.4,"1,100",120,60,0,186,4,Compute-heavy,500,Hybrid,0
1.6,"36,000",80,1.1,"2,400",40,130,70,28,0,Compute-heavy,117,Renewable-first,30
1.2,"13,000",100,1.3,"2,300",70,140,70,141,1,I/O heavy,128,Hybrid,60
1.7,"26,000",20,1.6,700,170,130,100,41,4,Mixed,413,Renewable-first,40
1.6,"14,000",50,1.6,"2,400",70,100,20,30,0,I/O heavy,153,Renewable-first,70
1.2,"33,000",40,1.1,"2,300",80,90,80,163,4,Compute-heavy,64,Non-renewable,70
1.3,"15,000",10,1.3,"1,700",100,80,40,105,3,I/O heavy,366,Renewable-first,20
1.8,"32,000",80,1.4,800,120,130,90,155,3,Compute-heavy,56,Hybrid,10
1.4,"6,000",20,1.4,"1,000",140,110,50,148,4,Compute-heavy,187,Non-renewable,30
1.4,"25,000",50,1.4,"1,900",150,150,30,54,0,Mixed,158,Hybrid,10
1.7,"35,000",80,1.4,"1,600",40,120,60,65,0,I/O heavy,413,Non-renewable,60
1.8,"45,000",70,1.7,"1,500",70,70,20,158,3,Compute-heavy,432,Non-renewable,70
1.8,"21,000",90,1.3,"2,900",150,80,60,157,0,I/O heavy,255,Renewable-first,30
1.7,"31,000",40,1.4,"1,400",110,140,20,48,2,Compute-heavy,274,Non-renewable,40
1.4,"34,000",50,1.5,"1,400",150,150,80,121,0,I/O heavy,288,Renewable-first,50
1.3,"45,000",20,1.8,"1,100",170,50,10,99,5,Mixed,377,Non-renewable,70
1.7,"12,000",40,1.5,"2,700",130,60,10,127,0,I/O heavy,396,Hybrid,30
1.5,"41,000",50,1.1,"2,700",180,50,90,58,0,I/O heavy,485,Renewable-first,40
1.5,"9,000",20,1.5,900,120,60,60,128,0,Mixed,407,Renewable-first,30
1.7,"30,000",90,1.5,"2,700",60,120,60,88,0,Mixed,468,Non-renewable,20
1.3,"10,000",10,1.0,"1,600",120,70,50,67,1,Mixed,264,Renewable-first,60
1.5,"20,000",90,1.1,"2,800",200,100,20,145,0,I/O heavy,280,Non-renewable,70
1.2,"5,000",80,1.0,"2,700",200,120,60,140,2,I/O heavy,257,Renewable-first,60
1.5,"13,000",60,1.0,700,170,150,30,200,1,I/O heavy,220,Hybrid,80
1.2,"25,000",30,1.1,"1,400",90,80,70,106,1,Mixed,356,Renewable-first,70
1.3,"11,000",20,1.8,"2,900",90,140,100,140,3,Mixed,131,Non-renewable,40
1.3,"47,000",30,1.2,"1,400",200,110,10,93,2,Compute-heavy,120,Hybrid,10
1.6,"19,000",80,1.2,"1,000",60,50,40,75,3,Mixed,122,Hybrid,60
1.6,"28,000",80,1.7,"2,800",150,80,0,48,3,Mixed,90,Non-renewable,30
1.6,"9,000",50,1.6,"1,900",190,70,100,54,2,Mixed,347,Renewable-first,50
1.8,"42,000",100,1.5,"1,600",50,130,80,183,2,Compute-heavy,179,Renewable-first,30
1.4,"33,000",80,1.3,"1,000",50,50,30,48,0,Mixed,77,Renewable-first,0
1.4,"15,000",80,1.0,"2,400",80,130,90,46,5,Compute-heavy,467,Hybrid,10
1.7,"8,000",50,1.7,"2,100",130,50,80,70,0,Compute-heavy,497,Hybrid,70
1.3,"14,000",40,1.7,"1,700",140,80,0,74,3,I/O heavy,243,Hybrid,30
1.8,"38,000",100,1.4,"1,100",130,90,70,112,2,Compute-heavy,413,Non-renewable,40
1.2,"8,000",20,1.5,"1,200",150,120,90,41,1,Compute-heavy,273,Renewable-first,0
1.8,"14,000",0,1.4,"2,400",110,80,90,115,5,Compute-heavy,339,Hybrid,0
1.2,"37,000",30,1.2,"2,900",130,110,60,177,5,Compute-heavy,238,Non-renewable,60
1.7,"22,000",0,1.4,"1,200",90,110,50,117,5,Compute-heavy,225,Renewable-first,0
1.5,"16,000",0,1.6,"1,600",60,110,100,67,2,Mixed,442,Non-renewable,70
1.8,"27,000",50,1.1,"1,400",120,100,40,66,3,Mixed,435,Renewable-first,80
1.2,"48,000",100,1.4,"1,700",170,150,90,154,3,I/O heavy,264,Non-renewable,10
1.5,"29,000",40,1.6,"2,200",90,110,40,32,2,Compute-heavy,107,Hybrid,0
1.8,"41,000",60,1.4,"3,000",140,100,10,142,3,Mixed,141,Hybrid,0
1.5,"8,000",0,1.1,"1,500",40,60,20,129,5,Compute-heavy,290,Non-renewable,20
1.6,"17,000",0,1.7,"2,800",100,150,0,104,2,Mixed,242,Renewable-first,80
1.6,"22,000",70,1.5,800,90,140,0,89,0,Compute-heavy,398,Renewable-first,0
1.5,"33,000",50,1.5,"1,600",110,150,30,127,0,Compute-heavy,54,Renewable-first,0
1.6,"48,000",70,1.5,"3,000",160,120,100,171,4,Mixed,91,Hybrid,0
1.6,"34,000",50,1.2,"1,800",150,100,10,195,4,I/O heavy,111,Non-renewable,0
1.7,"42,000",50,1.4,"1,300",200,70,10,186,2,Mixed,475,Non-renewable,30
1.2,"32,000",90,1.3,700,190,60,20,46,3,Compute-heavy,258,Renewable-first,80
1.4,"11,000",60,1.7,"2,300",190,80,60,48,2,I/O heavy,262,Non-renewable,40
1.8,"28,000",10,1.5,"1,100",90,120,20,42,4,Mixed,298,Hybrid,60
1.7,"45,000",20,1.6,"2,800",100,60,100,81,4,Mixed,348,Renewable-first,10
1.5,"14,000",30,1.5,"1,000",90,100,40,196,5,Mixed,294,Renewable-first,20
1.6,"41,000",0,1.4,"1,000",90,120,100,74,1,Mixed,280,Non-renewable,60
1.4,"31,000",80,1.6,"3,000",50,110,70,161,3,Compute-heavy,225,Non-renewable,0
1.3,"25,000",80,1.5,"2,800",140,110,20,90,1,I/O heavy,493,Non-renewable,70
1.5,"40,000",30,1.2,"1,500",40,140,20,161,4,Mixed,414,Non-renewable,80
1.4,"47,000",0,1.2,"1,400",170,50,0,164,1,Mixed,165,Renewable-first,70
1.6,"33,000",0,1.7,"1,600",200,140,100,180,0,Mixed,260,Non-renewable,20
1.2,"11,000",50,1.8,"1,400",180,60,60,175,0,Compute-heavy,384,Non-renewable,80
1.8,"17,000",10,1.4,"2,200",140,150,30,121,5,Mixed,255,Non-renewable,80
1.8,"49,000",0,1.3,900,130,120,30,116,3,Compute-heavy,274,Renewable-first,80
1.6,"27,000",90,1.5,"1,600",90,150,0,148,0,Mixed,281,Non-renewable,20
1.5,"29,000",100,1.4,"2,200",100,110,20,52,4,Compute-heavy,332,Non-renewable,70
1.4,"45,000",10,1.7,"1,900",160,110,50,129,0,Compute-heavy,394,Non-renewable,40
1.7,"49,000",60,1.7,"2,300",50,80,70,43,4,I/O heavy,155,Renewable-first,10
1.6,"17,000",30,1.4,"1,100",170,130,40,145,4,I/O heavy,270,Non-renewable,40
1.3,"41,000",60,1.6,500,140,100,60,73,2,Compute-heavy,56,Hybrid,40
1.7,"34,000",60,1.2,800,70,110,40,34,3,Mixed,109,Hybrid,50
1.7,"30,000",30,1.3,"2,700",90,50,50,98,5,I/O heavy,260,Hybrid,60
1.8,"16,000",10,1.1,900,160,140,0,24,0,Compute-heavy,397,Non-renewable,20
1.6,"5,000",80,1.6,"1,600",30,130,20,120,1,Mixed,300,Non-renewable,30
1.6,"22,000",90,1.8,"2,000",20,90,50,34,4,I/O heavy,386,Renewable-first,40
1.5,"25,000",90,1.5,900,110,140,80,125,3,Mixed,231,Renewable-first,50
1.8,"28,000",20,1.6,"2,000",100,130,30,136,0,I/O heavy,383,Renewable-first,70
1.7,"21,000",0,1.3,700,90,130,10,134,2,I/O heavy,299,Non-renewable,20
1.2,"46,000",100,1.4,"1,200",150,150,30,84,4,I/O heavy,264,Hybrid,10
1.2,"13,000",70,1.3,"2,300",20,130,40,195,4,Mixed,352,Non-renewable,40
1.4,"44,000",30,1.6,"2,700",110,150,50,178,1,I/O heavy,333,Hybrid,50
1.7,"32,000",80,1.2,"2,100",50,140,80,89,3,I/O heavy,428,Hybrid,70
1.8,"19,000",70,1.1,"1,500",190,80,80,181,0,Compute-heavy,105,Hybrid,0
1.3,"17,000",100,1.7,"1,800",100,110,0,89,2,Compute-heavy,340,Non-renewable,70
1.6,"32,000",100,1.7,700,120,60,40,64,3,Compute-heavy,119,Hybrid,20
1.4,"21,000",60,1.7,"2,100",150,120,90,124,1,Mixed,215,Hybrid,70
1.8,"13,000",80,1.7,800,200,120,0,82,0,I/O heavy,106,Renewable-first,20
1.7,"25,000",10,1.6,"2,300",100,80,10,102,3,I/O heavy,89,Hybrid,10
1.7,"34,000",30,1.7,"1,600",60,150,10,126,5,Compute-heavy,69,Renewable-first,70
1.5,"15,000",40,1.2,"1,300",190,140,20,145,1,Mixed,142,Hybrid,40
1.4,"34,000",40,1.7,600,40,140,70,44,3,I/O heavy,236,Non-renewable,20
1.4,"40,000",0,1.7,900,50,80,70,57,4,Mixed,50,Renewable-first,60
1.2,"29,000",80,1.6,"1,400",160,90,0,120,3,Compute-heavy,427,Non-renewable,60
1.7,"11,000",80,1.5,700,80,120,100,49,1,Mixed,151,Hybrid,50
1.7,"24,000",40,1.2,"2,300",40,100,90,27,2,Compute-heavy,216,Hybrid,60
1.8,"39,000",90,1.7,"2,500",130,100,40,133,0,Compute-heavy,258,Hybrid,70
1.8,"14,000",20,1.5,"2,200",110,70,50,23,3,Mixed,383,Non-renewable,10
1.5,"39,000",70,1.5,900,30,90,90,86,4,Mixed,135,Renewable-first,60
1.7,"5,000",60,1.5,700,130,130,0,111,4,Mixed,344,Hybrid,80
1.8,"18,000",40,1.7,"2,200",70,140,40,149,1,Mixed,163,Non-renewable,10
1.7,"49,000",0,1.1,"2,500",50,70,20,195,4,I/O heavy,238,Non-renewable,70
1.3,"9,000",60,1.0,"1,800",30,50,10,186,5,Compute-heavy,54,Non-renewable,10
1.5,"44,000",100,1.2,700,80,120,100,142,3,Mixed,461,Hybrid,80
1.3,"48,000",0,1.4,"1,200",150,150,40,22,5,Mixed,57,Non-renewable,50
1.8,"42,000",0,1.4,"2,200",50,120,80,57,1,Mixed,449,Non-renewable,0
1.6,"38,000",80,1.4,"2,700",40,130,60,73,4,I/O heavy,270,Hybrid,40
1.3,"28,000",50,1.1,"1,200",140,120,40,114,5,Compute-heavy,412,Non-renewable,40
1.6,"8,000",60,1.6,"1,100",190,110,100,88,5,Mixed,391,Hybrid,0
1.6,"31,000",10,1.2,"2,200",30,130,30,34,0,I/O heavy,270,Renewable-first,30
1.4,"9,000",100,1.7,"2,900",120,90,40,22,5,Compute-heavy,244,Renewable-first,10
1.3,"47,000",70,1.7,"1,400",80,80,20,149,4,Compute-heavy,255,Hybrid,80
1.6,"17,000",60,1.1,"2,600",50,90,20,141,3,Compute-heavy,105,Hybrid,30
1.5,"44,000",40,1.0,"1,300",150,60,80,88,2,Mixed,319,Non-renewable,80
1.7,"25,000",70,1.5,700,160,90,90,159,5,Compute-heavy,78,Hybrid,30
1.5,"41,000",10,1.1,"1,300",120,50,50,135,0,I/O heavy,229,Hybrid,30
1.7,"36,000",50,1.5,"2,000",40,50,60,114,0,Compute-heavy,482,Non-renewable,70
1.5,"42,000",30,1.1,"2,300",90,110,60,72,5,Compute-heavy,151,Hybrid,10
1.5,"35,000",60,1.4,700,130,90,60,34,4,Compute-heavy,236,Hybrid,10
1.7,"36,000",50,1.3,"2,800",150,140,30,84,1,I/O heavy,302,Renewable-first,30
1.4,"19,000",50,1.5,"2,600",60,110,70,41,4,Mixed,487,Non-renewable,50
1.3,"34,000",40,1.3,500,150,140,20,111,3,I/O heavy,146,Renewable-first,50
1.2,"47,000",100,1.1,"2,200",130,50,90,44,1,Mixed,209,Non-renewable,20
1.7,"11,000",40,1.7,"1,400",40,80,20,79,4,Mixed,221,Renewable-first,40
1.6,"42,000",10,1.2,"1,200",140,70,30,162,4,Mixed,421,Renewable-first,80
1.6,"35,000",100,1.1,"2,700",40,150,50,62,4,I/O heavy,338,Hybrid,20
1.3,"48,000",60,1.4,"2,800",20,100,10,196,0,I/O heavy,203,Non-renewable,10
1.3,"30,000",60,1.7,"1,200",140,50,80,111,0,Mixed,355,Hybrid,0
1.2,"40,000",70,1.2,"2,600",150,50,30,127,4,Compute-heavy,468,Renewable-first,20
1.4,"47,000",30,1.4,"2,700",190,70,90,195,1,Mixed,335,Renewable-first,80
1.6,"30,000",100,1.3,"2,600",120,120,0,100,3,Mixed,91,Non-renewable,60
1.4,"48,000",100,1.0,"1,500",80,150,60,49,3,I/O heavy,140,Non-renewable,80
1.5,"6,000",100,1.7,500,40,60,10,197,0,Mixed,165,Hybrid,80
1.7,"47,000",80,1.6,900,20,130,30,106,0,I/O heavy,382,Hybrid,60
1.4,"49,000",90,1.1,"3,000",180,150,100,93,1,Mixed,154,Non-renewable,50
1.5,"47,000",20,1.1,"2,100",130,150,80,98,4,Compute-heavy,311,Renewable-first,10
1.7,"13,000",20,1.0,600,180,80,20,128,0,Compute-heavy,370,Renewable-first,30
1.4,"9,000",10,1.8,"2,500",70,150,0,153,5,Mixed,397,Non-renewable,0
1.6,"31,000",90,1.3,"2,000",100,150,30,79,4,Mixed,230,Hybrid,40
1.7,"16,000",60,1.7,600,180,70,70,114,3,I/O heavy,168,Renewable-first,0
1.8,"39,000",90,1.3,"1,800",80,90,90,156,3,Compute-heavy,319,Renewable-first,30
1.3,"33,000",10,1.1,"1,600",190,70,30,71,0,I/O heavy,52,Renewable-first,30
1.8,"20,000",60,1.3,800,30,120,50,200,1,Compute-heavy,277,Renewable-first,20
1.5,"23,000",20,1.3,"1,900",100,50,90,186,4,I/O heavy,100,Non-renewable,30
1.4,"47,000",0,1.1,700,190,80,50,162,1,I/O heavy,121,Non-renewable,50
1.5,"31,000",100,1.0,"1,300",160,110,0,178,3,Mixed,465,Hybrid,0
1.8,"22,000",70,1.3,"1,400",190,100,60,119,0,I/O heavy,184,Non-renewable,60
1.5,"45,000",70,1.4,900,130,120,40,147,5,Mixed,78,Renewable-first,80
1.4,"17,000",90,1.2,600,60,150,100,193,5,Compute-heavy,283,Non-renewable,50
1.6,"34,000",0,1.8,"3,000",60,110,40,67,4,I/O heavy,376,Non-renewable,10
1.3,"30,000",100,1.4,"1,000",100,60,60,78,0,I/O heavy,489,Hybrid,30
1.2,"10,000",50,1.1,"1,700",180,140,80,102,4,Mixed,491,Renewable-first,10
